gmDate,season,team,opp,gf,ga,rslt,ortg,drtg,dayoff,s_wins,s_losses,is_home,win,pt_diff
2017-07-18,2017,SA,ATL,75,88,Loss,90.93113482056255,101.10294117647061,2.0,2.0,17.0,0,0.0,-13
2017-07-20,2017,SA,IND,85,61,Loss,118.91438164521544,78.93374741200829,2.0,2.0,18.0,1,1.0,24
2017-07-25,2017,SA,WAS,76,85,Win,102.09564750134336,112.19640971488911,5.0,3.0,18.0,1,0.0,-9
2017-07-28,2017,SA,LAS,73,85,Win,98.91598915989161,111.90100052659295,3.0,3.0,19.0,1,0.0,-12
2017-07-30,2017,SA,PHO,64,81,Loss,79.32573128408526,98.78048780487805,2.0,3.0,20.0,0,0.0,-17
2017-08-01,2017,SA,NYL,93,81,Loss,117.1875,101.86116700201208,2.0,3.0,21.0,1,1.0,12
2017-08-04,2017,SA,WAS,76,74,Loss,102.64721772015126,100.54347826086958,3.0,4.0,21.0,1,1.0,2
2017-08-05,2017,SA,SEA,87,80,Loss,98.37177747625509,92.16589861751152,1.0,5.0,21.0,1,1.0,7
2017-08-10,2017,SA,CHI,74,94,Loss,91.81141439205956,120.0817577925396,5.0,6.0,21.0,0,0.0,-20
2017-08-12,2017,SA,ATL,84,68,Loss,112.11959423384943,87.22421754746024,2.0,6.0,22.0,1,1.0,16
2017-08-18,2017,SA,SEA,78,79,Loss,102.09424083769633,101.0747185261003,6.0,7.0,22.0,0,0.0,-1
2017-08-22,2017,SA,LAS,55,75,Loss,69.37436932391525,99.94669509594883,4.0,7.0,23.0,0,0.0,-20
2017-08-25,2017,SA,MIN,70,89,Win,88.92276422764228,111.19440279860069,3.0,7.0,24.0,1,0.0,-19
2017-09-01,2017,SA,NYL,69,81,Loss,91.02902374670185,110.4143947655398,7.0,7.0,25.0,0,0.0,-12
2017-09-02,2017,SA,IND,75,71,Win,100.59012875536479,95.17426273458446,1.0,7.0,26.0,0,1.0,4
2009-07-17,2009,SAC,SEA,56,69,Win,80.0,99.25201380897583,2.0,3.0,11.0,1,0.0,-13
2009-07-19,2009,SAC,TUL,65,69,Win,82.6131164209456,92.64232008592911,2.0,3.0,12.0,1,0.0,-4
2009-07-22,2009,SAC,CT,75,83,Loss,101.62601626016261,123.2185273159145,3.0,3.0,13.0,0,0.0,-8
2009-07-23,2009,SAC,NYL,88,73,Win,118.2795698924731,98.43581445523193,1.0,3.0,14.0,0,1.0,15
2009-07-26,2009,SAC,WAS,73,87,Loss,97.17784877529286,111.36712749615975,3.0,4.0,14.0,0,0.0,-14
2009-07-30,2009,SAC,SAS,101,93,Loss,114.82492041837197,101.43979057591623,4.0,4.0,15.0,1,1.0,8
2009-08-01,2009,SAC,LOS,56,59,Win,75.39041464728055,79.04608788853162,2.0,5.0,15.0,1,0.0,-3
2009-08-07,2009,SAC,NYL,66,84,Win,90.41095890410958,116.27906976744187,6.0,5.0,16.0,1,0.0,-18
2009-08-11,2009,SAC,SAS,90,73,Win,114.38739196746313,94.75597092419522,4.0,5.0,17.0,0,1.0,17
2009-08-14,2009,SAC,LOS,85,79,Win,111.78327196212518,102.86458333333334,3.0,6.0,17.0,0,1.0,6
2009-08-15,2009,SAC,LOS,61,78,Win,80.9447983014862,102.57759074171489,1.0,7.0,17.0,1,0.0,-17
2009-08-20,2009,SAC,IND,67,62,Loss,85.76548899129544,77.7722027094832,5.0,7.0,18.0,1,1.0,5
2009-08-22,2009,SAC,WAS,82,60,Loss,97.89875835721107,73.17073170731707,2.0,8.0,18.0,1,1.0,22
2009-08-25,2009,SAC,ATL,83,103,Loss,91.69244365885993,115.41909457642315,3.0,9.0,18.0,0,0.0,-20
2009-08-28,2009,SAC,MIN,95,100,Loss,114.45783132530121,120.13455069678041,3.0,9.0,19.0,0,0.0,-5
2009-08-29,2009,SAC,IND,79,78,Win,96.10705596107056,90.23600185099491,1.0,9.0,20.0,0,1.0,1
2009-09-01,2009,SAC,CT,90,70,Loss,112.95180722891564,81.96721311475409,3.0,10.0,20.0,1,1.0,20
2009-09-04,2009,SAC,ATL,90,98,Win,102.73972602739727,119.57052220595415,3.0,11.0,20.0,1,0.0,-8
2009-09-10,2009,SAC,SAS,71,80,Win,89.24082453494218,100.90817356205852,6.0,11.0,21.0,1,0.0,-9
2009-09-13,2009,SAC,MIN,88,66,Loss,106.79611650485437,78.6463298379409,3.0,11.0,22.0,1,1.0,22
2010-07-14,2010,SAS,CHI,61,88,Loss,86.79567444507683,122.90502793296089,6.0,6.0,10.0,0,0.0,-27
2010-07-16,2010,SAS,TUL,70,75,Win,96.73852957435048,104.86577181208054,2.0,6.0,11.0,1,0.0,-5
2010-07-18,2010,SAS,LOS,83,73,Loss,103.38814150473343,93.30265848670757,2.0,6.0,12.0,1,1.0,10
2010-07-20,2010,SAS,SEA,74,80,Win,106.13884107860012,115.14104778353482,2.0,7.0,12.0,1,0.0,-6
2010-07-22,2010,SAS,MIN,74,72,Win,97.8835978835979,93.45794392523364,2.0,7.0,13.0,0,1.0,2
2010-07-24,2010,SAS,CHI,72,75,Win,105.32475131655939,122.38903394255874,2.0,8.0,13.0,1,0.0,-3
2010-07-27,2010,SAS,NYL,72,77,Loss,99.00990099009901,105.7111477210324,3.0,8.0,14.0,0,0.0,-5
2010-07-29,2010,SAS,WAS,79,75,Win,110.21205357142856,106.1120543293718,2.0,8.0,15.0,0,1.0,4
2010-07-30,2010,SAS,TUL,101,85,Win,123.83521333987248,106.35635635635636,1.0,9.0,15.0,0,1.0,16
2010-08-03,2010,SAS,PHO,92,103,Win,107.37628384687208,120.77861163227017,4.0,10.0,15.0,1,0.0,-11
2010-08-06,2010,SAS,PHO,87,103,Loss,107.19566288812223,126.101860920666,3.0,10.0,16.0,0,0.0,-16
2010-08-08,2010,SAS,LOS,92,83,Win,118.9245087900724,104.11440040140492,2.0,10.0,17.0,0,1.0,9
2010-08-10,2010,SAS,MIN,66,73,Win,85.05154639175258,96.76564156945918,2.0,11.0,17.0,1,0.0,-7
2010-08-13,2010,SAS,TUL,94,74,Loss,116.33663366336636,99.03640256959315,3.0,11.0,18.0,1,1.0,20
2010-08-15,2010,SAS,MIN,78,84,Loss,95.26135808500244,106.16784630940343,2.0,12.0,18.0,0,0.0,-6
2010-08-17,2010,SAS,WAS,66,76,Win,97.1731448763251,102.53642741500269,2.0,12.0,19.0,1,0.0,-10
2010-08-20,2010,SAS,IND,75,61,Loss,109.52102803738318,85.72231590781338,3.0,12.0,20.0,1,1.0,14
2010-08-22,2010,SAS,PHO,83,82,Loss,108.69565217391303,111.9606772255598,2.0,13.0,20.0,1,1.0,1
2010-08-26,2010,SAS,PHO,93,106,Loss,115.32738095238095,126.79425837320575,4.0,14.0,20.0,0,0.0,-13
2010-08-28,2010,SAS,PHO,73,92,Win,88.98098488542175,113.80504700643246,2.0,14.0,21.0,1,0.0,-19
2025-07-26,2025,SEA,WAS,58,69,Loss,73.56671740233384,87.38601823708207,2.0,15.0,10.0,0,0.0,-11
2025-07-28,2025,SEA,CON,101,85,Win,118.26697892271663,96.11035730438716,2.0,15.0,11.0,0,1.0,16
2025-08-01,2025,SEA,LAS,106,108,Win,104.57774269928966,102.85714285714285,4.0,16.0,11.0,1,0.0,-2
2025-08-03,2025,SEA,IND,74,78,Win,89.58837772397095,93.16770186335404,2.0,16.0,12.0,1,0.0,-4
2025-08-05,2025,SEA,MIN,87,91,Win,102.01688555347093,104.07136322049406,2.0,16.0,13.0,1,0.0,-4
2025-08-08,2025,SEA,LVA,86,90,Loss,108.53104492680465,112.33150274588117,3.0,16.0,14.0,0,0.0,-4
2025-08-10,2025,SEA,LAS,91,94,Loss,108.38494521200572,115.02692119432207,2.0,16.0,15.0,0,0.0,-3
2025-08-13,2025,SEA,ATL,75,85,Win,94.07927747114903,113.94101876675605,3.0,16.0,16.0,1,0.0,-10
2025-08-15,2025,SEA,ATL,80,78,Win,105.65240359218173,105.40540540540539,2.0,16.0,17.0,0,1.0,2
2025-08-17,2025,SEA,PHO,82,85,Win,94.55719557195572,98.92923649906889,2.0,17.0,17.0,1,0.0,-3
2025-08-19,2025,SEA,CHI,94,88,Win,111.74512601046125,101.85185185185183,2.0,17.0,18.0,0,1.0,6
2025-08-22,2025,SEA,DAL,95,60,Win,118.57214178731901,71.97696737044146,3.0,18.0,18.0,0,1.0,35
2025-08-24,2025,SEA,WAS,84,82,Win,104.06342913776017,98.89049686444767,2.0,19.0,18.0,0,1.0,2
2025-08-26,2025,SEA,IND,75,95,Loss,96.64948453608248,120.55837563451777,2.0,20.0,18.0,0,0.0,-20
2025-08-28,2025,SEA,MIN,93,79,Win,118.02030456852792,98.55289421157684,2.0,20.0,19.0,0,1.0,14
2025-08-30,2025,SEA,CHI,79,69,Loss,101.38603696098562,88.46153846153845,2.0,21.0,19.0,1,1.0,10
2025-09-01,2025,SEA,LAS,85,91,Win,98.15242494226328,106.60731021555765,2.0,22.0,19.0,1,0.0,-6
2025-09-05,2025,SEA,NYL,76,84,Win,97.93814432989691,114.87964989059081,4.0,22.0,20.0,1,0.0,-8
2025-09-09,2025,SEA,GSV,74,73,Loss,101.64835164835165,104.0478905359179,4.0,22.0,21.0,1,1.0,1
2025-09-14,2025,SEA,LVA,77,102,Loss,96.44288577154309,130.3680981595092,5.0,23.0,21.0,0,0.0,-25
2015-07-19,2015,TUL,MIN,72,79,Win,92.26037929267041,107.22041259500541,2.0,10.0,6.0,1,0.0,-7
2015-07-21,2015,TUL,WAS,69,76,Win,91.31815775542614,108.57142857142857,2.0,10.0,7.0,1,0.0,-7
2015-07-30,2015,TUL,PHO,66,78,Win,77.5375939849624,100.98394614189542,9.0,10.0,8.0,1,0.0,-12
2015-08-01,2015,TUL,MIN,80,86,Win,108.8139281828074,116.72095548317046,2.0,10.0,9.0,1,0.0,-6
2015-08-04,2015,TUL,PHO,84,87,Loss,105.58069381598794,106.66993624325649,3.0,10.0,10.0,0,0.0,-3
2015-08-06,2015,TUL,LAS,57,84,Loss,74.68553459119498,112.6005361930295,2.0,10.0,11.0,0,0.0,-27
2015-08-09,2015,TUL,ATL,90,98,Win,111.49653121902874,117.78846153846155,3.0,10.0,12.0,1,0.0,-8
2015-08-12,2015,TUL,CON,74,80,Loss,93.10518369401106,105.48523206751055,3.0,10.0,13.0,0,0.0,-6
2015-08-15,2015,TUL,NYL,81,76,Win,112.18836565096953,99.16492693110646,3.0,10.0,14.0,0,1.0,5
2015-08-18,2015,TUL,PHO,74,59,Loss,94.72606246799795,76.38529259451062,3.0,11.0,14.0,1,1.0,15
2015-08-21,2015,TUL,CON,84,76,Loss,107.08822029576748,101.11761575306015,3.0,12.0,14.0,1,1.0,8
2015-08-28,2015,TUL,LAS,76,66,Loss,103.14875135722042,91.31156613171002,7.0,13.0,14.0,1,1.0,10
2015-08-30,2015,TUL,IND,76,70,Loss,96.98825931597754,86.24938393297191,2.0,14.0,14.0,1,1.0,6
2015-09-03,2015,TUL,SEA,85,67,Win,112.9718234981393,89.81233243967829,4.0,15.0,14.0,0,1.0,18
2015-09-06,2015,TUL,LAS,73,92,Loss,104.28571428571429,132.183908045977,3.0,16.0,14.0,0,0.0,-19
2015-09-08,2015,TUL,SA,74,64,Loss,95.11568123393317,82.00922603792927,2.0,16.0,15.0,1,1.0,10
2015-09-11,2015,TUL,CHI,71,92,Loss,93.27377824487651,117.58691206543968,3.0,17.0,15.0,0,0.0,-21
2015-09-13,2015,TUL,PHO,91,87,Loss,119.04761904761905,115.62998405103669,2.0,17.0,16.0,1,1.0,4
2015-09-17,2015,TUL,PHO,55,88,Loss,72.21638655462185,113.11053984575837,4.0,18.0,16.0,0,0.0,-33
2015-09-19,2015,TUL,PHO,67,91,Win,78.9349670122526,108.33333333333333,2.0,18.0,17.0,1,0.0,-24
2025-07-27,2025,WAS,PHO,72,88,Win,89.24144769459593,108.42779694430756,1.0,12.0,12.0,1,0.0,-16
2025-07-29,2025,WAS,CHI,103,86,Loss,122.79446828803053,107.60760760760762,2.0,12.0,13.0,1,1.0,17
2025-07-31,2025,WAS,GSV,67,68,Win,92.6950747094632,94.97206703910615,2.0,13.0,13.0,1,0.0,-1
2025-08-03,2025,WAS,ATL,83,99,Loss,94.53302961275627,116.3063909774436,3.0,13.0,14.0,0,0.0,-16
2025-08-05,2025,WAS,CHI,64,78,Loss,84.65608465608466,101.35135135135135,2.0,13.0,15.0,0,0.0,-14
2025-08-08,2025,WAS,MIN,76,80,Loss,101.38740661686234,104.43864229765015,3.0,13.0,16.0,0,0.0,-4
2025-08-10,2025,WAS,DAL,91,78,Win,111.73870333988212,94.24842919284679,2.0,13.0,17.0,0,1.0,13
2025-08-13,2025,WAS,GSV,83,88,Win,113.8233680746023,124.85811577752553,3.0,14.0,17.0,1,0.0,-5
2025-08-15,2025,WAS,IND,88,84,Win,116.6489925768823,102.3890784982935,2.0,14.0,18.0,0,1.0,4
2025-08-17,2025,WAS,LAS,95,86,Loss,130.27975863960503,110.4830421377184,2.0,15.0,18.0,1,1.0,9
2025-08-19,2025,WAS,CON,69,80,Win,90.59873949579831,103.41261633919339,2.0,16.0,18.0,1,0.0,-11
2025-08-21,2025,WAS,CON,56,67,Loss,77.8642936596218,87.60460251046025,2.0,16.0,19.0,0,0.0,-11
2025-08-23,2025,WAS,LVA,81,91,Win,99.60649286768324,115.77608142493641,2.0,16.0,20.0,1,0.0,-10
2025-08-24,2025,WAS,SEA,82,84,Win,98.89049686444767,104.06342913776017,1.0,16.0,21.0,1,0.0,-2
2025-08-28,2025,WAS,NYL,63,89,Loss,87.93969849246231,130.26932084309135,4.0,16.0,22.0,0,0.0,-26
2025-08-30,2025,WAS,GSV,62,99,Loss,79.20286152273889,122.88977159880834,2.0,16.0,23.0,0,0.0,-37
2025-08-31,2025,WAS,LAS,78,81,Loss,95.21484375,96.5204957102002,1.0,16.0,24.0,0,0.0,-3
2025-09-04,2025,WAS,PHO,69,75,Win,87.16523496715513,101.4061654948621,4.0,16.0,25.0,1,0.0,-6
2025-09-07,2025,WAS,IND,65,94,Win,84.85639686684074,123.10110005238344,3.0,16.0,26.0,1,0.0,-29
2025-09-09,2025,WAS,NYL,66,75,Loss,89.52794357026588,97.35202492211837,2.0,16.0,27.0,0,0.0,-9
2003-07-12,2003,WEST,EAST,84,75,Win,96.41873278236915,82.05689277899343,5.0,0.0,0.0,0,1.0,9
2005-07-09,2005,WEST,EAST,122,99,Loss,130.45337895637297,98.96041583366653,10.0,0.0,0.0,1,1.0,23
2006-07-12,2006,WEST,EAST,82,98,Loss,87.19693747341556,102.38194734642707,10.0,0.0,0.0,0,0.0,-16
2007-07-15,2007,WEST,EAST,99,103,Loss,97.55616870319275,101.49783208513992,10.0,0.0,0.0,0,0.0,-4
2009-07-25,2009,WEST,EAST,130,118,Win,122.04280886218551,109.86964618249533,10.0,0.0,0.0,0,1.0,12
2011-07-23,2011,WEST,EAST,113,118,Win,112.46019108280254,121.29934210526316,10.0,0.0,0.0,1,0.0,-5
2013-07-27,2013,WEST,EAST,102,98,Win,110.1511879049676,102.59631490787271,10.0,0.0,0.0,0,1.0,4
2014-07-19,2014,WEST,EAST,124,125,Win,107.15520221223645,105.5386693684566,10.0,0.0,0.0,1,0.0,-1
2015-07-25,2015,WEST,EAST,117,112,Win,115.74990106846063,111.6427432216906,10.0,0.0,0.0,0,1.0,5
2017-07-22,2017,WEST,EAST,130,121,Loss,131.79237631792375,120.23052464228934,10.0,0.0,0.0,1,1.0,9
